view,run,permuted_salt_node,degree,strength,betweenness_lcc,pagerank,in_lcc,largest_component_nodes,components,global_efficiency_loss
validated,1,foodgrains,3,3.0,0,0.0016457458486346063,False,836,143,-0.00017100422988095
validated,2,white radish,1,1.0,0.0,0.0003978741896254168,True,835,141,6.75546428417495e-05
validated,3,maize or millet,1,1.0,0.0,0.00041407656701332224,True,835,141,4.2530558795120244e-05
validated,4,food grains,1,1.0,0.0,0.0004013962462712687,True,835,141,6.387167793754644e-05
validated,5,coarse wool,1,1.0,0,0.0008539709649871904,False,836,141,-0.0001761221990710382
validated,6,260 young goats,1,1.0,0.0,0.0004314085513180203,True,835,141,5.369144534733694e-05
validated,7,salt from the lakes in trucks,1,1.0,0,0.0008539709649871904,False,836,141,-0.0001761221990710382
validated,8,"barley, wooden wares and other basic necessities",1,1.0,0,0.0008539709649871904,False,836,141,-0.00017612219907099658
validated,9,animals,5,5.0,0.032916200855444916,0.0016166837591619625,True,833,143,0.0010007774831405913
validated,10,yaks and horses,1,1.0,0.0,0.00037695309742996695,True,835,141,0.00012534881669142017
validated,11,indian tea,1,1.0,0,0.0008539709649871904,False,836,141,-0.0001761221990710382
validated,12,grain,18,18.0,0.04577033666327455,0.004733189137681169,True,826,146,0.002508639680207078
validated,13,nine camels,1,1.0,0.0,0.00039682138018365084,True,835,141,4.8475991029167664e-05
validated,14,"tea, tibetan boots and coats, leather belts with pockets and similar goods",1,1.0,0.0,0.0004450527634219006,True,835,141,3.3031139543351906e-05
validated,15,movements of goods from namche bazar across the nangpa la to kyabrak,1,1.0,0.0,0.00037064805652077917,True,835,141,0.00010444812142400284
validated,16,chang-luk sheep,1,1.0,0,0.0008539709649871904,False,836,141,-0.0001761221990710382
validated,17,barley,4,4.0,0.005098911526979172,0.0010990768483673924,True,834,142,0.000408046982198762
validated,18,tea,8,8.0,0.0371796602378737,0.0024211225645482232,True,830,145,0.0014629220380997787
validated,19,hair,1,1.0,0.0,0.00035863540268199056,True,835,141,9.544177224100892e-05
validated,20,copper and brass vessels,1,1.0,0.0,0.00037064805652077917,True,835,141,0.00010444812142400284
validated,21,boat,3,3.0,0.0073378541847813,0.001002219594106434,True,832,142,0.000526835353061042
validated,22,tsakalho salt taxes,1,1.0,0.0,0.0003867085315693333,True,835,141,5.8566862255221563e-05
validated,23,dairy produce and meat,1,1.0,0.0,0.00035342897035290895,True,835,141,0.0001022372979991859
validated,24,two horses,1,1.0,0.0,0.00040849109786232835,True,835,141,4.133636598289969e-05
validated,25,boat,3,3.0,0.0073378541847813,0.001002219594106434,True,832,142,0.000526835353061042
validated,26,maize or millet,1,1.0,0.0,0.00041407656701332224,True,835,141,4.2530558795120244e-05
validated,27,food grains,1,1.0,0.0,0.0004013962462712687,True,835,141,6.387167793754644e-05
validated,28,"sugar, tea, stearine candles, petroleum, leather trunks, saddles, and so forth",1,1.0,0.0,0.0004345797147809774,True,835,141,1.876797871473712e-05
validated,29,sheep,6,6.0,0.006110179275145881,0.0017552449908783336,True,833,143,0.000597625381078451
validated,30,milk,1,1.0,0.0,0.00035863540268199056,True,835,141,9.544177224100892e-05
validated,31,unrefined sugar,1,1.0,0.0,0.0004915781515873027,True,835,141,-1.5694649133646266e-05
validated,32,"agricultural advances, chiefly seed-grain",1,1.0,0.0,0.0004377794087450247,True,835,141,6.249005836427013e-05
validated,33,movements of goods from namche bazar across the nangpa la to kyabrak,1,1.0,0.0,0.00037064805652077917,True,835,141,0.00010444812142400284
validated,34,apricots,1,1.0,0.0,0.0003978741896254168,True,835,141,6.75546428417495e-05
validated,35,"wood, milk, vegetables",1,1.0,0,0.0008539709649871904,False,836,141,-0.0001761221990710521
validated,36,cultivator,1,1.0,0,0.0008539709649871904,False,836,141,-0.0001761221990710382
validated,37,wells,2,2.0,0,0.0010189649041948926,False,836,142,-0.0001711260862902464
validated,38,yak-caravan,1,1.0,0.0,0.00037695309742996695,True,835,141,0.00012534881669112874
validated,39,clothes to wear,1,1.0,0.0,0.00035164399310309044,True,835,141,7.866794736907656e-05
validated,40,wool,10,10.0,0.03410668997022953,0.002509507490572132,True,835,141,0.0005290658001109866
