view,run,permuted_salt_node,degree,strength,betweenness_lcc,pagerank,in_lcc,largest_component_nodes,components,global_efficiency_loss
validated,1,mandi rock salt,1,1.0,0,0.001996007984031936,False,272,96,-0.00023485309472377064
validated,2,manufactured goods,2,2.0,0.014705480388137215,0.0019840027085145234,True,269,97,0.0008499237405546339
validated,3,goats,1,1.0,0.0,0.0009762840433592919,True,271,96,0.00019341700969860431
validated,4,milk,1,1.0,0.0,0.0009683994631832785,True,271,96,0.0001655888592253102
validated,5,british capital,1,1.0,0,0.001996007984031936,False,272,96,-0.0002348530947238192
validated,6,thousands and thousands of sheep,1,1.0,0.0,0.0010908338885090637,True,271,96,0.00018433217335944024
validated,7,sheep and goats or horses,1,1.0,0.0,0.0009134472232758023,True,271,96,0.0002477533880831523
validated,8,tea,5,5.0,0.038622386223862236,0.0042746062042423065,True,267,99,0.0017721905185330636
validated,9,their salt onward to leh,1,1.0,0,0.001996007984031936,False,272,96,-0.00023485309472377064
validated,10,mining and minerals,1,1.0,0.0,0.0009388524148656429,True,271,96,0.0002864180189323523
validated,11,chang-luk sheep,1,1.0,0,0.001996007984031936,False,272,96,-0.00023485309472380533
validated,12,sheep,1,1.0,0,0.001996007984031936,False,272,96,-0.00023485309472377064
validated,13,indian salt,1,1.0,0,0.001996007984031936,False,272,96,-0.00023485309472380533
validated,14,dried apricots,1,1.0,0,0.001996007984031936,False,272,96,-0.0002348530947238192
validated,15,a young yak,1,1.0,0.0,0.001111630520831441,True,271,96,7.166421339702134e-05
validated,16,pack-horses,1,1.0,0,0.001996007984031936,False,272,96,-0.00023485309472377064
validated,17,salt and livestock products,2,2.0,0,0.0023107485251454125,False,272,97,-0.0001981129477631599
validated,18,coarse wool,1,1.0,0,0.001996007984031936,False,272,96,-0.00023485309472380533
validated,19,horses,2,2.0,0.03635369687030204,0.0019182655694355466,True,266,97,0.0012284629257091687
validated,20,a young yak,1,1.0,0.0,0.001111630520831441,True,271,96,7.166421339702134e-05
validated,21,movement of goods,1,1.0,0,0.001996007984031936,False,272,96,-0.00023485309472377064
validated,22,foodgrains,3,3.0,0,0.0038346643139416958,False,272,98,-0.00020679698249932016
validated,23,chang-luk sheep,1,1.0,0,0.001996007984031936,False,272,96,-0.00023485309472380533
validated,24,"their cattle, on their sheep and goats",1,1.0,0,0.001996007984031936,False,272,96,-0.00023485309472377064
validated,25,wool,4,4.0,0.012769349915721378,0.003099498153981043,True,270,97,0.0006830713544638684
validated,26,tibetan salt trade,1,1.0,0,0.001996007984031936,False,272,96,-0.00023485309472380533
validated,27,woolen goods,1,1.0,0,0.0012216033604410194,False,272,96,-0.00021748502525148483
validated,28,woolen goods,1,1.0,0,0.0012216033604410194,False,272,96,-0.00021748502525148483
validated,29,mining and minerals,1,1.0,0.0,0.0009388524148656429,True,271,96,0.0002864180189323523
validated,30,chang-luk sheep,1,1.0,0,0.001996007984031936,False,272,96,-0.00023485309472380533
validated,31,thousanns of mules,1,1.0,0,0.001996007984031936,False,272,96,-0.00023485309472377064
validated,32,mining and minerals,1,1.0,0.0,0.0009388524148656429,True,271,96,0.0002864180189323523
validated,33,goats,1,1.0,0.0,0.0009762840433592919,True,271,96,0.00019341700969860431
validated,34,british capital,1,1.0,0,0.001996007984031936,False,272,96,-0.0002348530947238192
validated,35,tibetan salt trade,1,1.0,0,0.001996007984031936,False,272,96,-0.00023485309472380533
validated,36,"10,000 maunds of wood annually",1,1.0,0,0.001536343901554496,False,272,96,-0.00023084507869178955
validated,37,clothes,1,1.0,0,0.001536343901554496,False,272,96,-0.00023084507869170628
validated,38,grain,3,3.0,0.014732813994806615,0.0030082065118505696,True,269,98,0.0008192863530033095
validated,39,goose,1,1.0,0,0.0011922283330695169,False,272,96,-0.0002261690599876659
validated,40,salt and livestock products,2,2.0,0,0.0023107485251454125,False,272,97,-0.0001981129477631599
validated,41,salt circuit,1,1.0,0.0,0.0011105184299223057,True,271,96,7.378562794331522e-05
validated,42,goods,2,3.0,0.013985695412509689,0.0021404383271889376,True,271,96,0.00030666168085932005
validated,43,wool,4,4.0,0.012769349915721378,0.003099498153981043,True,270,97,0.0006830713544638684
validated,44,thousanns of mules,1,1.0,0,0.001996007984031936,False,272,96,-0.00023485309472377064
validated,45,butter,2,2.0,0.0020363536968703018,0.0016464485490966423,True,271,96,0.00020495437013390294
validated,46,clothes,1,1.0,0,0.001536343901554496,False,272,96,-0.00023084507869170628
validated,47,clothes to wear,1,1.0,0.0,0.001151176897694459,True,271,96,9.427615945568207e-05
validated,48,salt from the lakes in trucks,1,1.0,0,0.001996007984031936,False,272,96,-0.00023485309472380533
validated,49,mining and minerals,1,1.0,0.0,0.0009388524148656429,True,271,96,0.0002864180189323523
validated,50,thousanns of mules,1,1.0,0,0.001996007984031936,False,272,96,-0.00023485309472377064
validated,51,wheat,1,1.0,0.0,0.001062091876082091,True,271,96,0.00015151155376509629
validated,52,grains,1,1.0,0,0.001996007984031936,False,272,96,-0.00023485309472380533
validated,53,salt mining in the punjab,1,1.0,0,0.001996007984031936,False,272,96,-0.00023485309472377064
